ID,session,cond,group_id,round,block,player,contribution,payoff,mean_contr_disp,mean_payoff_disp
1011,1,disp,20,1,1,A,18,24,13.75,28.25
1011,1,disp,20,1,1,B,15,27,13.75,28.25
1011,1,disp,20,1,1,C,12,30,13.75,28.25
1011,1,disp,20,1,1,P,10,32,13.75,28.25
1011,1,disp,20,2,1,A,15,24,11.75,27.25
1011,1,disp,20,2,1,B,10,29,11.75,27.25
1011,1,disp,20,2,1,C,10,29,11.75,27.25
1011,1,disp,20,2,1,P,12,27,11.75,27.25
1011,1,disp,20,3,1,A,12,23,9.5,25.5
1011,1,disp,20,3,1,B,12,23,9.5,25.5
1011,1,disp,20,3,1,C,12,23,9.5,25.5
1011,1,disp,20,3,1,P,2,33,9.5,25.5
1011,1,disp,20,4,1,A,9,23,7.5,24.5
1011,1,disp,20,4,1,B,6,26,7.5,24.5
1011,1,disp,20,4,1,C,9,23,7.5,24.5
1011,1,disp,20,4,1,P,6,26,7.5,24.5
1011,1,disp,20,5,1,A,6,25,6.75,24.25
1011,1,disp,20,5,1,B,11,20,6.75,24.25
1011,1,disp,20,5,1,C,2,29,6.75,24.25
1011,1,disp,20,5,1,P,8,23,6.75,24.25
1011,1,disp,20,6,1,A,9,18,4.25,22.75
1011,1,disp,20,6,1,B,3,24,4.25,22.75
1011,1,disp,20,6,1,C,5,22,4.25,22.75
1011,1,disp,20,6,1,P,0,27,4.25,22.75
1011,1,disp,20,7,1,A,6,19,2.75,22.25
1011,1,disp,20,7,1,B,0,25,2.75,22.25
1011,1,disp,20,7,1,C,1,24,2.75,22.25
1011,1,disp,20,7,1,P,4,21,2.75,22.25
1011,1,disp,20,8,1,A,2,21,2,21
1011,1,disp,20,8,1,B,0,23,2,21
1011,1,disp,20,8,1,C,5,18,2,21
1011,1,disp,20,8,1,P,1,22,2,21
1011,1,disp,20,9,1,A,0,22,1,21
1011,1,disp,20,9,1,B,3,19,1,21
1011,1,disp,20,9,1,C,1,21,1,21
1011,1,disp,20,9,1,P,0,22,1,21
1011,1,disp,20,10,1,A,2,20,1.25,20.75
1011,1,disp,20,10,1,B,1,21,1.25,20.75
1011,1,disp,20,10,1,C,1,21,1.25,20.75
1011,1,disp,20,10,1,P,1,21,1.25,20.75
1011,1,disp,20,11,1,A,0,26,3.5,22.5
1011,1,disp,20,11,1,B,4,22,3.5,22.5
1011,1,disp,20,11,1,C,5,21,3.5,22.5
1011,1,disp,20,11,1,P,5,21,3.5,22.5
1011,1,disp,20,12,1,A,1,26,4.5,22.5
1011,1,disp,20,12,1,B,3,24,4.5,22.5
1011,1,disp,20,12,1,C,7,20,4.5,22.5
1011,1,disp,20,12,1,P,7,20,4.5,22.5
1011,1,disp,20,13,1,A,4,23,4.5,22.5
1011,1,disp,20,13,1,B,0,27,4.5,22.5
1011,1,disp,20,13,1,C,8,19,4.5,22.5
1011,1,disp,20,13,1,P,6,21,4.5,22.5
1011,1,disp,20,14,1,A,1,28,5.25,23.75
1011,1,disp,20,14,1,B,6,23,5.25,23.75
1011,1,disp,20,14,1,C,6,23,5.25,23.75
1011,1,disp,20,14,1,P,8,21,5.25,23.75
1011,1,disp,20,15,1,A,8,20,4.75,23.25
1011,1,disp,20,15,1,B,0,28,4.75,23.25
1011,1,disp,20,15,1,C,4,24,4.75,23.25
1011,1,disp,20,15,1,P,7,21,4.75,23.25
1011,1,disp,20,16,1,A,5,21,3.75,22.25
1011,1,disp,20,16,1,B,3,23,3.75,22.25
1011,1,disp,20,16,1,C,1,25,3.75,22.25
1011,1,disp,20,16,1,P,6,20,3.75,22.25
1011,1,disp,20,17,1,A,6,18,2.25,21.75
1011,1,disp,20,17,1,B,2,22,2.25,21.75
1011,1,disp,20,17,1,C,1,23,2.25,21.75
1011,1,disp,20,17,1,P,0,24,2.25,21.75
1011,1,disp,20,18,1,A,1,24,3,22
1011,1,disp,20,18,1,B,5,20,3,22
1011,1,disp,20,18,1,C,4,21,3,22
1011,1,disp,20,18,1,P,2,23,3,22
1011,1,disp,20,19,1,A,2,24,3.5,22.5
1011,1,disp,20,19,1,B,4,22,3.5,22.5
1011,1,disp,20,19,1,C,4,22,3.5,22.5
1011,1,disp,20,19,1,P,4,22,3.5,22.5
1011,1,disp,20,20,1,A,8,17,2.75,22.25
1011,1,disp,20,20,1,B,0,25,2.75,22.25
1011,1,disp,20,20,1,C,0,25,2.75,22.25
1011,1,disp,20,20,1,P,3,22,2.75,22.25
1011,1,disp,20,21,1,A,3,20,2,21
1011,1,disp,20,21,1,B,3,20,2,21
1011,1,disp,20,21,1,C,2,21,2,21
1011,1,disp,20,21,1,P,0,23,2,21
1011,1,disp,20,22,1,A,0,23,1.75,21.25
1011,1,disp,20,22,1,B,3,20,1.75,21.25
1011,1,disp,20,22,1,C,3,20,1.75,21.25
1011,1,disp,20,22,1,P,1,22,1.75,21.25
1011,1,disp,20,23,1,A,0,22,1.25,20.75
1011,1,disp,20,23,1,B,0,22,1.25,20.75
1011,1,disp,20,23,1,C,3,19,1.25,20.75
1011,1,disp,20,23,1,P,2,20,1.25,20.75
1011,1,disp,20,24,1,A,4,20,2.25,21.75
1011,1,disp,20,24,1,B,3,21,2.25,21.75
1011,1,disp,20,24,1,C,2,22,2.25,21.75
1011,1,disp,20,24,1,P,0,24,2.25,21.75
1011,1,disp,20,25,1,A,2,21,1.75,21.25
1011,1,disp,20,25,1,B,5,18,1.75,21.25
1011,1,disp,20,25,1,C,0,23,1.75,21.25
1011,1,disp,20,25,1,P,0,23,1.75,21.25
1011,1,disp,20,26,1,A,3,22,3.25,21.75
1011,1,disp,20,26,1,B,3,22,3.25,21.75
1011,1,disp,20,26,1,C,6,19,3.25,21.75
1011,1,disp,20,26,1,P,1,24,3.25,21.75
1011,1,disp,20,27,1,A,6,19,2.75,22.25
1011,1,disp,20,27,1,B,1,24,2.75,22.25
1011,1,disp,20,27,1,C,1,24,2.75,22.25
1011,1,disp,20,27,1,P,3,22,2.75,22.25
1011,1,disp,20,28,1,A,0,22,1.25,20.75
1011,1,disp,20,28,1,B,0,22,1.25,20.75
1011,1,disp,20,28,1,C,3,19,1.25,20.75
1011,1,disp,20,28,1,P,2,20,1.25,20.75
1011,1,disp,20,29,1,A,5,20,2.75,22.25
1011,1,disp,20,29,1,B,3,22,2.75,22.25
1011,1,disp,20,29,1,C,3,22,2.75,22.25
1011,1,disp,20,29,1,P,0,25,2.75,22.25
1011,1,disp,20,30,1,A,0,23,1.5,21.5
1011,1,disp,20,30,1,B,3,20,1.5,21.5
1011,1,disp,20,30,1,C,3,20,1.5,21.5
1011,1,disp,20,30,1,P,0,23,1.5,21.5
1011,1,disp,20,1,2,P,20,23,14.5,28.5
1011,1,disp,20,2,2,P,19,26,15.75,29.25
1011,1,disp,20,3,2,P,18,28,16.25,29.75
1011,1,disp,20,4,2,P,18,29,16.75,30.25
1011,1,disp,20,5,2,P,19,29,17.5,30.5
1011,1,disp,20,6,2,P,18,30,17.5,30.5
1011,1,disp,20,7,2,P,18,30,17.5,30.5
1011,1,disp,20,8,2,P,19,30,18.25,30.75
1011,1,disp,20,9,2,P,19,30,18.25,30.75
1011,1,disp,20,10,2,P,19,31,18.5,31.5
1011,1,disp,20,11,2,P,19,31,18.75,31.25
1011,1,disp,20,12,2,P,20,31,19.25,31.75
1011,1,disp,20,13,2,P,20,31,19.5,31.5
1011,1,disp,20,14,2,P,20,32,20,32
1011,1,disp,20,15,2,P,20,32,20,32
1011,1,disp,20,16,2,P,20,32,20,32
1011,1,disp,20,17,2,P,20,32,19.75,32.25
1011,1,disp,20,18,2,P,20,32,20,32
1011,1,disp,20,19,2,P,20,32,19.75,32.25
1011,1,disp,20,20,2,P,20,32,20,32
1011,1,disp,20,21,2,P,19,32,19.5,31.5
1011,1,disp,20,22,2,P,20,32,20,32
1011,1,disp,20,23,2,P,20,31,19.5,31.5
1011,1,disp,20,24,2,P,20,32,20,32
1011,1,disp,20,25,2,P,20,32,20,32
1011,1,disp,20,26,2,P,20,32,20,32
1011,1,disp,20,27,2,P,20,32,19.75,32.25
1011,1,disp,20,28,2,P,20,32,20,32
1011,1,disp,20,29,2,P,20,32,20,32
1011,1,disp,20,30,2,P,20,32,20,32
1012,1,disp,20,1,1,A,18,24,13.75,28.25
1012,1,disp,20,1,1,B,15,27,13.75,28.25
1012,1,disp,20,1,1,C,12,30,13.75,28.25
1012,1,disp,20,1,1,P,10,32,13.75,28.25
1012,1,disp,20,2,1,A,14,25,11.5,27.5
1012,1,disp,20,2,1,B,8,31,11.5,27.5
1012,1,disp,20,2,1,C,11,28,11.5,27.5
1012,1,disp,20,2,1,P,13,26,11.5,27.5
1012,1,disp,20,3,1,A,8,29,10.25,26.75
1012,1,disp,20,3,1,B,8,29,10.25,26.75
1012,1,disp,20,3,1,C,14,23,10.25,26.75
1012,1,disp,20,3,1,P,11,26,10.25,26.75
1012,1,disp,20,4,1,A,8,24,7.5,24.5
1012,1,disp,20,4,1,B,8,24,7.5,24.5
1012,1,disp,20,4,1,C,4,28,7.5,24.5
1012,1,disp,20,4,1,P,10,22,7.5,24.5
1012,1,disp,20,5,1,A,3,24,4.25,22.75
1012,1,disp,20,5,1,B,5,22,4.25,22.75
1012,1,disp,20,5,1,C,4,23,4.25,22.75
1012,1,disp,20,5,1,P,5,22,4.25,22.75
1012,1,disp,20,6,1,A,6,21,4.5,22.5
1012,1,disp,20,6,1,B,3,24,4.5,22.5
1012,1,disp,20,6,1,C,4,23,4.5,22.5
1012,1,disp,20,6,1,P,5,22,4.5,22.5
1012,1,disp,20,7,1,A,9,19,4.75,23.25
1012,1,disp,20,7,1,B,0,28,4.75,23.25
1012,1,disp,20,7,1,C,5,23,4.75,23.25
1012,1,disp,20,7,1,P,5,23,4.75,23.25
1012,1,disp,20,8,1,A,6,24,6.25,23.75
1012,1,disp,20,8,1,B,7,23,6.25,23.75
1012,1,disp,20,8,1,C,7,23,6.25,23.75
1012,1,disp,20,8,1,P,5,25,6.25,23.75
1012,1,disp,20,9,1,A,6,25,6.5,24.5
1012,1,disp,20,9,1,B,5,26,6.5,24.5
1012,1,disp,20,9,1,C,7,24,6.5,24.5
1012,1,disp,20,9,1,P,8,23,6.5,24.5
1012,1,disp,20,10,1,A,4,25,5.25,23.75
1012,1,disp,20,10,1,B,9,20,5.25,23.75
1012,1,disp,20,10,1,C,2,27,5.25,23.75
1012,1,disp,20,10,1,P,6,23,5.25,23.75
1012,1,disp,20,11,1,A,2,23,3.25,21.75
1012,1,disp,20,11,1,B,2,23,3.25,21.75
1012,1,disp,20,11,1,C,6,19,3.25,21.75
1012,1,disp,20,11,1,P,3,22,3.25,21.75
1012,1,disp,20,12,1,A,0,23,1.5,21.5
1012,1,disp,20,12,1,B,2,21,1.5,21.5
1012,1,disp,20,12,1,C,2,21,1.5,21.5
1012,1,disp,20,12,1,P,2,21,1.5,21.5
1012,1,disp,20,13,1,A,4,20,2.25,21.75
1012,1,disp,20,13,1,B,1,23,2.25,21.75
1012,1,disp,20,13,1,C,2,22,2.25,21.75
1012,1,disp,20,13,1,P,2,22,2.25,21.75
1012,1,disp,20,14,1,A,6,20,3.75,22.25
1012,1,disp,20,14,1,B,3,23,3.75,22.25
1012,1,disp,20,14,1,C,2,24,3.75,22.25
1012,1,disp,20,14,1,P,4,22,3.75,22.25
1012,1,disp,20,15,1,A,3,24,4.25,22.75
1012,1,disp,20,15,1,B,6,21,4.25,22.75
1012,1,disp,20,15,1,C,4,23,4.25,22.75
1012,1,disp,20,15,1,P,4,23,4.25,22.75
1012,1,disp,20,16,1,A,5,21,3.5,22.5
1012,1,disp,20,16,1,B,4,22,3.5,22.5
1012,1,disp,20,16,1,C,0,26,3.5,22.5
1012,1,disp,20,16,1,P,5,21,3.5,22.5
1012,1,disp,20,17,1,A,3,19,1,21
1012,1,disp,20,17,1,B,0,22,1,21
1012,1,disp,20,17,1,C,0,22,1,21
1012,1,disp,20,17,1,P,1,21,1,21
1012,1,disp,20,18,1,A,3,22,3.25,21.75
1012,1,disp,20,18,1,B,5,20,3.25,21.75
1012,1,disp,20,18,1,C,5,20,3.25,21.75
1012,1,disp,20,18,1,P,0,25,3.25,21.75
1012,1,disp,20,19,1,A,5,21,3.75,22.25
1012,1,disp,20,19,1,B,3,23,3.75,22.25
1012,1,disp,20,19,1,C,4,22,3.75,22.25
1012,1,disp,20,19,1,P,3,23,3.75,22.25
1012,1,disp,20,20,1,A,4,21,3.25,21.75
1012,1,disp,20,20,1,B,2,23,3.25,21.75
1012,1,disp,20,20,1,C,1,24,3.25,21.75
1012,1,disp,20,20,1,P,6,19,3.25,21.75
1012,1,disp,20,21,1,A,2,23,3,22
1012,1,disp,20,21,1,B,5,20,3,22
1012,1,disp,20,21,1,C,1,24,3,22
1012,1,disp,20,21,1,P,4,21,3,22
1012,1,disp,20,22,1,A,0,22,1,21
1012,1,disp,20,22,1,B,2,20,1,21
1012,1,disp,20,22,1,C,0,22,1,21
1012,1,disp,20,22,1,P,2,20,1,21
1012,1,disp,20,23,1,A,2,22,2.5,21.5
1012,1,disp,20,23,1,B,3,21,2.5,21.5
1012,1,disp,20,23,1,C,5,19,2.5,21.5
1012,1,disp,20,23,1,P,0,24,2.5,21.5
1012,1,disp,20,24,1,A,1,23,2.5,21.5
1012,1,disp,20,24,1,B,5,19,2.5,21.5
1012,1,disp,20,24,1,C,1,23,2.5,21.5
1012,1,disp,20,24,1,P,3,21,2.5,21.5
1012,1,disp,20,25,1,A,1,22,2,21
1012,1,disp,20,25,1,B,1,22,2,21
1012,1,disp,20,25,1,C,3,20,2,21
1012,1,disp,20,25,1,P,3,20,2,21
1012,1,disp,20,26,1,A,0,25,2.75,22.25
1012,1,disp,20,26,1,B,3,22,2.75,22.25
1012,1,disp,20,26,1,C,7,18,2.75,22.25
1012,1,disp,20,26,1,P,1,24,2.75,22.25
1012,1,disp,20,27,1,A,1,23,2.5,21.5
1012,1,disp,20,27,1,B,1,23,2.5,21.5
1012,1,disp,20,27,1,C,3,21,2.5,21.5
1012,1,disp,20,27,1,P,5,19,2.5,21.5
1012,1,disp,20,28,1,A,4,22,3.75,22.25
1012,1,disp,20,28,1,B,3,23,3.75,22.25
1012,1,disp,20,28,1,C,5,21,3.75,22.25
1012,1,disp,20,28,1,P,3,23,3.75,22.25
1012,1,disp,20,29,1,A,6,20,3.5,22.5
1012,1,disp,20,29,1,B,3,23,3.5,22.5
1012,1,disp,20,29,1,C,1,25,3.5,22.5
1012,1,disp,20,29,1,P,4,22,3.5,22.5
1012,1,disp,20,30,1,A,3,23,3.75,22.25
1012,1,disp,20,30,1,B,8,18,3.75,22.25
1012,1,disp,20,30,1,C,0,26,3.75,22.25
1012,1,disp,20,30,1,P,4,22,3.75,22.25
1012,1,disp,20,1,2,P,16,27,14.5,28.5
1012,1,disp,20,2,2,P,16,29,15.75,29.25
1012,1,disp,20,3,2,P,16,30,16.25,29.75
1012,1,disp,20,4,2,P,16,31,16.75,30.25
1012,1,disp,20,5,2,P,17,31,17.5,30.5
1012,1,disp,20,6,2,P,18,30,17.5,30.5
1012,1,disp,20,7,2,P,18,30,17.5,30.5
1012,1,disp,20,8,2,P,18,31,18.25,30.75
1012,1,disp,20,9,2,P,18,31,18.25,30.75
1012,1,disp,20,10,2,P,18,32,18.5,31.5
1012,1,disp,20,11,2,P,19,31,18.75,31.25
1012,1,disp,20,12,2,P,19,32,19.25,31.75
1012,1,disp,20,13,2,P,19,32,19.5,31.5
1012,1,disp,20,14,2,P,20,32,20,32
1012,1,disp,20,15,2,P,20,32,20,32
1012,1,disp,20,16,2,P,20,32,20,32
1012,1,disp,20,17,2,P,20,32,19.75,32.25
1012,1,disp,20,18,2,P,20,32,20,32
1012,1,disp,20,19,2,P,20,32,19.75,32.25
1012,1,disp,20,20,2,P,20,32,20,32
1012,1,disp,20,21,2,P,19,32,19.5,31.5
1012,1,disp,20,22,2,P,20,32,20,32
1012,1,disp,20,23,2,P,19,32,19.5,31.5
1012,1,disp,20,24,2,P,20,32,20,32
1012,1,disp,20,25,2,P,20,32,20,32
1012,1,disp,20,26,2,P,20,32,20,32
1012,1,disp,20,27,2,P,20,32,19.75,32.25
1012,1,disp,20,28,2,P,20,32,20,32
1012,1,disp,20,29,2,P,20,32,20,32
1012,1,disp,20,30,2,P,20,32,20,32
1013,1,disp,20,1,1,A,18,23,13.25,27.75
1013,1,disp,20,1,1,B,15,26,13.25,27.75
1013,1,disp,20,1,1,C,12,29,13.25,27.75
1013,1,disp,20,1,1,P,8,33,13.25,27.75
1013,1,disp,20,2,1,A,12,25,10.75,26.25
1013,1,disp,20,2,1,B,9,28,10.75,26.25
1013,1,disp,20,2,1,C,9,28,10.75,26.25
1013,1,disp,20,2,1,P,13,24,10.75,26.25
1013,1,disp,20,3,1,A,7,26,8.25,24.75
1013,1,disp,20,3,1,B,4,29,8.25,24.75
1013,1,disp,20,3,1,C,9,24,8.25,24.75
1013,1,disp,20,3,1,P,13,20,8.25,24.75
1013,1,disp,20,4,1,A,1,26,4.5,22.5
1013,1,disp,20,4,1,B,4,23,4.5,22.5
1013,1,disp,20,4,1,C,5,22,4.5,22.5
1013,1,disp,20,4,1,P,8,19,4.5,22.5
1013,1,disp,20,5,1,A,0,24,2.25,21.75
1013,1,disp,20,5,1,B,0,24,2.25,21.75
1013,1,disp,20,5,1,C,5,19,2.25,21.75
1013,1,disp,20,5,1,P,4,20,2.25,21.75
1013,1,disp,20,6,1,A,6,19,3,22
1013,1,disp,20,6,1,B,1,24,3,22
1013,1,disp,20,6,1,C,3,22,3,22
1013,1,disp,20,6,1,P,2,23,3,22
1013,1,disp,20,7,1,A,1,25,3.5,22.5
1013,1,disp,20,7,1,B,6,20,3.5,22.5
1013,1,disp,20,7,1,C,5,21,3.5,22.5
1013,1,disp,20,7,1,P,2,24,3.5,22.5
1013,1,disp,20,8,1,A,3,23,3.75,22.25
1013,1,disp,20,8,1,B,3,23,3.75,22.25
1013,1,disp,20,8,1,C,7,19,3.75,22.25
1013,1,disp,20,8,1,P,2,24,3.75,22.25
1013,1,disp,20,9,1,A,5,24,5.25,23.75
1013,1,disp,20,9,1,B,4,25,5.25,23.75
1013,1,disp,20,9,1,C,9,20,5.25,23.75
1013,1,disp,20,9,1,P,3,26,5.25,23.75
1013,1,disp,20,10,1,A,6,23,5.25,23.75
1013,1,disp,20,10,1,B,6,23,5.25,23.75
1013,1,disp,20,10,1,C,5,24,5.25,23.75
1013,1,disp,20,10,1,P,4,25,5.25,23.75
1013,1,disp,20,11,1,A,4,26,6.25,23.75
1013,1,disp,20,11,1,B,7,23,6.25,23.75
1013,1,disp,20,11,1,C,9,21,6.25,23.75
1013,1,disp,20,11,1,P,5,25,6.25,23.75
1013,1,disp,20,12,1,A,1,26,4.25,22.75
1013,1,disp,20,12,1,B,7,20,4.25,22.75
1013,1,disp,20,12,1,C,4,23,4.25,22.75
1013,1,disp,20,12,1,P,5,22,4.25,22.75
1013,1,disp,20,13,1,A,7,24,6.5,24.5
1013,1,disp,20,13,1,B,6,25,6.5,24.5
1013,1,disp,20,13,1,C,8,23,6.5,24.5
1013,1,disp,20,13,1,P,5,26,6.5,24.5
1013,1,disp,20,14,1,A,10,20,6,24
1013,1,disp,20,14,1,B,2,28,6,24
1013,1,disp,20,14,1,C,6,24,6,24
1013,1,disp,20,14,1,P,6,24,6,24
1013,1,disp,20,15,1,A,7,22,5.5,23.5
1013,1,disp,20,15,1,B,3,26,5.5,23.5
1013,1,disp,20,15,1,C,5,24,5.5,23.5
1013,1,disp,20,15,1,P,7,22,5.5,23.5
1013,1,disp,20,16,1,A,7,21,4.75,23.25
1013,1,disp,20,16,1,B,4,24,4.75,23.25
1013,1,disp,20,16,1,C,2,26,4.75,23.25
1013,1,disp,20,16,1,P,6,22,4.75,23.25
1013,1,disp,20,17,1,A,3,24,4,23
1013,1,disp,20,17,1,B,2,25,4,23
1013,1,disp,20,17,1,C,6,21,4,23
1013,1,disp,20,17,1,P,5,22,4,23
1013,1,disp,20,18,1,A,7,22,5.5,23.5
1013,1,disp,20,18,1,B,7,22,5.5,23.5
1013,1,disp,20,18,1,C,3,26,5.5,23.5
1013,1,disp,20,18,1,P,5,24,5.5,23.5
1013,1,disp,20,19,1,A,6,23,5.5,23.5
1013,1,disp,20,19,1,B,7,22,5.5,23.5
1013,1,disp,20,19,1,C,4,25,5.5,23.5
1013,1,disp,20,19,1,P,5,24,5.5,23.5
1013,1,disp,20,20,1,A,3,25,5,23
1013,1,disp,20,20,1,B,5,23,5,23
1013,1,disp,20,20,1,C,6,22,5,23
1013,1,disp,20,20,1,P,6,22,5,23
1013,1,disp,20,21,1,A,5,21,3.75,22.25
1013,1,disp,20,21,1,B,3,23,3.75,22.25
1013,1,disp,20,21,1,C,1,25,3.75,22.25
1013,1,disp,20,21,1,P,6,20,3.75,22.25
1013,1,disp,20,22,1,A,2,23,3.25,21.75
1013,1,disp,20,22,1,B,4,21,3.25,21.75
1013,1,disp,20,22,1,C,3,22,3.25,21.75
1013,1,disp,20,22,1,P,4,21,3.25,21.75
1013,1,disp,20,23,1,A,1,25,3.75,22.25
1013,1,disp,20,23,1,B,5,21,3.75,22.25
1013,1,disp,20,23,1,C,6,20,3.75,22.25
1013,1,disp,20,23,1,P,3,23,3.75,22.25
1013,1,disp,20,24,1,A,0,26,3.75,22.25
1013,1,disp,20,24,1,B,3,23,3.75,22.25
1013,1,disp,20,24,1,C,7,19,3.75,22.25
1013,1,disp,20,24,1,P,5,21,3.75,22.25
1013,1,disp,20,25,1,A,0,27,4.25,22.75
1013,1,disp,20,25,1,B,5,22,4.25,22.75
1013,1,disp,20,25,1,C,8,19,4.25,22.75
1013,1,disp,20,25,1,P,4,23,4.25,22.75
1013,1,disp,20,26,1,A,1,26,4.25,22.75
1013,1,disp,20,26,1,B,9,18,4.25,22.75
1013,1,disp,20,26,1,C,3,24,4.25,22.75
1013,1,disp,20,26,1,P,4,23,4.25,22.75
1013,1,disp,20,27,1,A,3,23,3.75,22.25
1013,1,disp,20,27,1,B,4,22,3.75,22.25
1013,1,disp,20,27,1,C,3,23,3.75,22.25
1013,1,disp,20,27,1,P,5,21,3.75,22.25
1013,1,disp,20,28,1,A,1,23,2.25,21.75
1013,1,disp,20,28,1,B,2,22,2.25,21.75
1013,1,disp,20,28,1,C,6,18,2.25,21.75
1013,1,disp,20,28,1,P,0,24,2.25,21.75
1013,1,disp,20,29,1,A,5,21,3.75,22.25
1013,1,disp,20,29,1,B,6,20,3.75,22.25
1013,1,disp,20,29,1,C,0,26,3.75,22.25
1013,1,disp,20,29,1,P,4,22,3.75,22.25
1013,1,disp,20,30,1,A,6,19,3,22
1013,1,disp,20,30,1,B,0,25,3,22
1013,1,disp,20,30,1,C,2,23,3,22
1013,1,disp,20,30,1,P,4,21,3,22
1013,1,disp,20,1,2,P,10,33,14.5,28.5
1013,1,disp,20,2,2,P,14,31,15.75,29.25
1013,1,disp,20,3,2,P,16,30,16.25,29.75
1013,1,disp,20,4,2,P,17,30,16.75,30.25
1013,1,disp,20,5,2,P,17,31,17.5,30.5
1013,1,disp,20,6,2,P,17,31,17.5,30.5
1013,1,disp,20,7,2,P,17,31,17.5,30.5
1013,1,disp,20,8,2,P,18,31,18.25,30.75
1013,1,disp,20,9,2,P,18,31,18.25,30.75
1013,1,disp,20,10,2,P,18,32,18.5,31.5
1013,1,disp,20,11,2,P,18,32,18.75,31.25
1013,1,disp,20,12,2,P,19,32,19.25,31.75
1013,1,disp,20,13,2,P,19,32,19.5,31.5
1013,1,disp,20,14,2,P,20,32,20,32
1013,1,disp,20,15,2,P,20,32,20,32
1013,1,disp,20,16,2,P,20,32,20,32
1013,1,disp,20,17,2,P,19,33,19.75,32.25
1013,1,disp,20,18,2,P,20,32,20,32
1013,1,disp,20,19,2,P,20,32,19.75,32.25
1013,1,disp,20,20,2,P,20,32,20,32
1013,1,disp,20,21,2,P,20,31,19.5,31.5
1013,1,disp,20,22,2,P,20,32,20,32
1013,1,disp,20,23,2,P,20,31,19.5,31.5
1013,1,disp,20,24,2,P,20,32,20,32
1013,1,disp,20,25,2,P,20,32,20,32
1013,1,disp,20,26,2,P,20,32,20,32
1013,1,disp,20,27,2,P,20,32,19.75,32.25
1013,1,disp,20,28,2,P,20,32,20,32
1013,1,disp,20,29,2,P,20,32,20,32
1013,1,disp,20,30,2,P,20,32,20,32
1014,1,disp,20,1,1,A,18,24,13.75,28.25
1014,1,disp,20,1,1,B,15,27,13.75,28.25
1014,1,disp,20,1,1,C,12,30,13.75,28.25
1014,1,disp,20,1,1,P,10,32,13.75,28.25
1014,1,disp,20,2,1,A,5,34,11.5,27.5
1014,1,disp,20,2,1,B,11,28,11.5,27.5
1014,1,disp,20,2,1,C,15,24,11.5,27.5
1014,1,disp,20,2,1,P,15,24,11.5,27.5
1014,1,disp,20,3,1,A,14,24,11.25,26.75
1014,1,disp,20,3,1,B,9,29,11.25,26.75
1014,1,disp,20,3,1,C,12,26,11.25,26.75
1014,1,disp,20,3,1,P,10,28,11.25,26.75
1014,1,disp,20,4,1,A,11,25,9.75,26.25
1014,1,disp,20,4,1,B,7,29,9.75,26.25
1014,1,disp,20,4,1,C,9,27,9.75,26.25
1014,1,disp,20,4,1,P,12,24,9.75,26.25
1014,1,disp,20,5,1,A,9,24,7.75,25.25
1014,1,disp,20,5,1,B,7,26,7.75,25.25
1014,1,disp,20,5,1,C,5,28,7.75,25.25
1014,1,disp,20,5,1,P,10,23,7.75,25.25
1014,1,disp,20,6,1,A,2,30,7.5,24.5
1014,1,disp,20,6,1,B,11,21,7.5,24.5
1014,1,disp,20,6,1,C,7,25,7.5,24.5
1014,1,disp,20,6,1,P,10,22,7.5,24.5
1014,1,disp,20,7,1,A,6,25,6.75,24.25
1014,1,disp,20,7,1,B,5,26,6.75,24.25
1014,1,disp,20,7,1,C,8,23,6.75,24.25
1014,1,disp,20,7,1,P,8,23,6.75,24.25
1014,1,disp,20,8,1,A,9,21,6.25,23.75
1014,1,disp,20,8,1,B,3,27,6.25,23.75
1014,1,disp,20,8,1,C,6,24,6.25,23.75
1014,1,disp,20,8,1,P,7,23,6.25,23.75
1014,1,disp,20,9,1,A,1,28,5.75,23.25
1014,1,disp,20,9,1,B,8,21,5.75,23.25
1014,1,disp,20,9,1,C,7,22,5.75,23.25
1014,1,disp,20,9,1,P,7,22,5.75,23.25
1014,1,disp,20,10,1,A,5,23,4.75,23.25
1014,1,disp,20,10,1,B,2,26,4.75,23.25
1014,1,disp,20,10,1,C,5,23,4.75,23.25
1014,1,disp,20,10,1,P,7,21,4.75,23.25
1014,1,disp,20,11,1,A,4,22,3.5,22.5
1014,1,disp,20,11,1,B,0,26,3.5,22.5
1014,1,disp,20,11,1,C,5,21,3.5,22.5
1014,1,disp,20,11,1,P,5,21,3.5,22.5
1014,1,disp,20,12,1,A,2,25,4.5,22.5
1014,1,disp,20,12,1,B,8,19,4.5,22.5
1014,1,disp,20,12,1,C,3,24,4.5,22.5
1014,1,disp,20,12,1,P,5,22,4.5,22.5
1014,1,disp,20,13,1,A,7,21,5,23
1014,1,disp,20,13,1,B,1,27,5,23
1014,1,disp,20,13,1,C,6,22,5,23
1014,1,disp,20,13,1,P,6,22,5,23
1014,1,disp,20,14,1,A,6,22,5,23
1014,1,disp,20,14,1,B,5,23,5,23
1014,1,disp,20,14,1,C,3,25,5,23
1014,1,disp,20,14,1,P,6,22,5,23
1014,1,disp,20,15,1,A,7,24,6.5,24.5
1014,1,disp,20,15,1,B,2,29,6.5,24.5
1014,1,disp,20,15,1,C,12,19,6.5,24.5
1014,1,disp,20,15,1,P,5,26,6.5,24.5
1014,1,disp,20,16,1,A,6,25,6.75,24.25
1014,1,disp,20,16,1,B,6,25,6.75,24.25
