Ind_ID_temp,Grp_ID_temp,block_dummy,cond_dummy,round,contr_player,mean_contr_others_prev,mean_contr_others_prev_c
3,20,0,1,6,2,1.6666666666666667,-8.210488505747117
3,20,0,1,7,2,3.3333333333333335,-6.543821839080449
3,20,0,1,8,2,4,-5.877155172413783
3,20,0,1,9,3,4.333333333333333,-5.54382183908045
3,20,0,1,10,4,6,-3.877155172413783
3,20,0,1,11,5,5.666666666666667,-4.210488505747116
3,20,0,1,12,5,6.666666666666667,-3.210488505747116
3,20,0,1,13,5,4,-5.877155172413783
3,20,0,1,14,6,7,-2.877155172413783
3,20,0,1,15,7,6,-3.877155172413783
3,20,0,1,16,6,5,-4.877155172413783
3,20,0,1,17,5,4.333333333333333,-5.54382183908045
3,20,0,1,18,5,3.6666666666666665,-6.210488505747117
3,20,0,1,19,5,5.666666666666667,-4.210488505747116
3,20,0,1,20,6,5.666666666666667,-4.210488505747116
3,20,0,1,21,6,4.666666666666667,-5.210488505747116
3,20,0,1,22,4,3,-6.877155172413783
3,20,0,1,23,3,3,-6.877155172413783
3,20,0,1,24,5,4,-5.877155172413783
3,20,0,1,25,4,3.3333333333333335,-6.543821839080449
3,20,0,1,26,4,4.333333333333333,-5.54382183908045
3,20,0,1,27,5,4.333333333333333,-5.54382183908045
3,20,0,1,28,0,3.3333333333333335,-6.543821839080449
3,20,0,1,29,4,3,-6.877155172413783
3,20,0,1,30,4,3.6666666666666665,-6.210488505747117
3,20,1,1,2,14,16,6.122844827586217
3,20,1,1,3,16,16.333333333333332,6.456178160919549
3,20,1,1,4,17,16.333333333333332,6.456178160919549
3,20,1,1,5,17,16.666666666666668,6.789511494252885
3,20,1,1,6,17,17.666666666666668,7.789511494252885
3,20,1,1,7,17,17.666666666666668,7.789511494252885
3,20,1,1,8,18,17.666666666666668,7.789511494252885
3,20,1,1,9,18,18.333333333333332,8.45617816091955
3,20,1,1,10,18,18.333333333333332,8.45617816091955
3,20,1,1,11,18,18.666666666666668,8.789511494252885
3,20,1,1,12,19,19,9.122844827586217
3,20,1,1,13,19,19.333333333333332,9.45617816091955
3,20,1,1,14,20,19.666666666666668,9.789511494252885
3,20,1,1,15,20,20,10.122844827586217
3,20,1,1,16,20,20,10.122844827586217
3,20,1,1,17,19,20,10.122844827586217
3,20,1,1,18,20,20,10.122844827586217
3,20,1,1,19,20,20,10.122844827586217
3,20,1,1,20,20,19.666666666666668,9.789511494252885
3,20,1,1,21,20,20,10.122844827586217
3,20,1,1,22,20,19.333333333333332,9.45617816091955
3,20,1,1,23,20,20,10.122844827586217
3,20,1,1,24,20,19.333333333333332,9.45617816091955
3,20,1,1,25,20,20,10.122844827586217
3,20,1,1,26,20,20,10.122844827586217
3,20,1,1,27,20,20,10.122844827586217
3,20,1,1,28,20,19.666666666666668,9.789511494252885
3,20,1,1,29,20,20,10.122844827586217
3,20,1,1,30,20,20,10.122844827586217
4,20,0,1,2,15,15,5.122844827586217
4,20,0,1,3,10,10.333333333333334,0.456178160919551
4,20,0,1,4,12,11.666666666666666,1.7895114942528831
4,20,0,1,5,10,9,-0.8771551724137829
4,20,0,1,6,10,7,-2.877155172413783
4,20,0,1,7,8,6.666666666666667,-3.210488505747116
4,20,0,1,8,7,6.333333333333333,-3.54382183908045
4,20,0,1,9,7,6,-3.877155172413783
4,20,0,1,10,7,5.333333333333333,-4.54382183908045
4,20,0,1,11,5,4,-5.877155172413783
4,20,0,1,12,5,3,-6.877155172413783
4,20,0,1,13,6,4.333333333333333,-5.54382183908045
4,20,0,1,14,6,4.666666666666667,-5.210488505747116
4,20,0,1,15,5,4.666666666666667,-5.210488505747116
4,20,0,1,16,7,7,-2.877155172413783
4,20,0,1,17,7,6.666666666666667,-3.210488505747116
4,20,0,1,18,6,5.333333333333333,-4.54382183908045
4,20,0,1,19,7,7,-2.877155172413783
4,20,0,1,20,6,6.333333333333333,-3.54382183908045
4,20,0,1,21,6,5,-4.877155172413783
4,20,0,1,22,5,4,-5.877155172413783
4,20,0,1,23,5,4,-5.877155172413783
4,20,0,1,24,0,2.6666666666666665,-7.210488505747117
4,20,0,1,25,5,2.6666666666666665,-7.210488505747117
4,20,0,1,26,5,5,-4.877155172413783
4,20,0,1,27,5,2.3333333333333335,-7.543821839080449
4,20,0,1,28,3,2,-7.877155172413783
4,20,0,1,29,5,2,-7.877155172413783
4,20,0,1,30,5,5.333333333333333,-4.54382183908045
4,20,1,1,2,14,15.333333333333334,5.456178160919551
4,20,1,1,3,15,16.333333333333332,6.456178160919549
4,20,1,1,4,16,16.666666666666668,6.789511494252885
4,20,1,1,5,17,17,7.122844827586217
4,20,1,1,6,17,17.666666666666668,7.789511494252885
4,20,1,1,7,17,17.666666666666668,7.789511494252885
4,20,1,1,8,18,17.666666666666668,7.789511494252885
4,20,1,1,9,18,18.333333333333332,8.45617816091955
4,20,1,1,10,19,18.333333333333332,8.45617816091955
4,20,1,1,11,19,18.333333333333332,8.45617816091955
4,20,1,1,12,19,18.666666666666668,8.789511494252885
4,20,1,1,13,20,19.333333333333332,9.45617816091955
4,20,1,1,14,20,19.333333333333332,9.45617816091955
4,20,1,1,15,20,20,10.122844827586217
4,20,1,1,16,20,20,10.122844827586217
4,20,1,1,17,20,20,10.122844827586217
4,20,1,1,18,20,19.666666666666668,9.789511494252885
4,20,1,1,19,19,20,10.122844827586217
4,20,1,1,20,20,20,10.122844827586217
4,20,1,1,21,20,20,10.122844827586217
4,20,1,1,22,20,19.333333333333332,9.45617816091955
4,20,1,1,23,19,20,10.122844827586217
4,20,1,1,24,20,19.666666666666668,9.789511494252885
4,20,1,1,25,20,20,10.122844827586217
4,20,1,1,26,20,20,10.122844827586217
4,20,1,1,27,19,20,10.122844827586217
4,20,1,1,28,20,20,10.122844827586217
4,20,1,1,29,20,20,10.122844827586217
4,20,1,1,30,20,20,10.122844827586217
5,21,0,1,2,18,15,5.122844827586217
5,21,0,1,3,18,13,3.122844827586217
5,21,0,1,4,17,11,1.122844827586217
5,21,0,1,5,5,6.333333333333333,-3.54382183908045
5,21,0,1,6,4,8,-1.877155172413783
5,21,0,1,7,12,4.333333333333333,-5.54382183908045
5,21,0,1,8,12,5.333333333333333,-4.54382183908045
5,21,0,1,9,12,5.666666666666667,-4.210488505747116
5,21,0,1,10,12,4.333333333333333,-5.54382183908045
5,21,0,1,11,12,6,-3.877155172413783
5,21,0,1,12,14,10,0.12284482758621706
5,21,0,1,13,15,10.666666666666666,0.7895114942528831
5,21,0,1,14,15,7.666666666666667,-2.210488505747116
5,21,0,1,15,15,6.666666666666667,-3.210488505747116
5,21,0,1,16,13,4.666666666666667,-5.210488505747116
5,21,0,1,17,13,3.6666666666666665,-6.210488505747117
5,21,0,1,18,13,6,-3.877155172413783
5,21,0,1,19,13,7.333333333333333,-2.54382183908045
5,21,0,1,20,13,3,-6.877155172413783
5,21,0,1,21,12,4.333333333333333,-5.54382183908045
5,21,0,1,22,12,5.333333333333333,-4.54382183908045
5,21,0,1,23,12,6.333333333333333,-3.54382183908045
5,21,0,1,24,12,6.333333333333333,-3.54382183908045
5,21,0,1,25,12,4.333333333333333,-5.54382183908045
5,21,0,1,26,12,6,-3.877155172413783
5,21,0,1,27,0,6,-3.877155172413783
5,21,0,1,28,0,7.666666666666667,-2.210488505747116
5,21,0,1,29,0,2,-7.877155172413783
5,21,0,1,30,0,2.3333333333333335,-7.543821839080449
5,21,1,1,2,17,15,5.122844827586217
5,21,1,1,3,20,18.333333333333332,8.45617816091955
5,21,1,1,4,20,18.333333333333332,8.45617816091955
5,21,1,1,5,20,18.666666666666668,8.789511494252885
5,21,1,1,6,20,19.333333333333332,9.45617816091955
5,21,1,1,7,20,19.333333333333332,9.45617816091955
5,21,1,1,8,20,20,10.122844827586217
5,21,1,1,9,20,20,10.122844827586217
5,21,1,1,10,20,20,10.122844827586217
5,21,1,1,11,20,20,10.122844827586217
5,21,1,1,12,20,20,10.122844827586217
5,21,1,1,13,20,20,10.122844827586217
5,21,1,1,14,20,20,10.122844827586217
5,21,1,1,15,20,20,10.122844827586217
5,21,1,1,16,20,20,10.122844827586217
5,21,1,1,17,20,20,10.122844827586217
5,21,1,1,18,20,20,10.122844827586217
5,21,1,1,19,20,20,10.122844827586217
5,21,1,1,20,20,20,10.122844827586217
5,21,1,1,21,20,20,10.122844827586217
5,21,1,1,22,20,20,10.122844827586217
5,21,1,1,23,20,20,10.122844827586217
5,21,1,1,24,20,20,10.122844827586217
5,21,1,1,25,20,20,10.122844827586217
5,21,1,1,26,20,20,10.122844827586217
5,21,1,1,27,18,13.333333333333334,3.456178160919551
5,21,1,1,28,20,11.666666666666666,1.7895114942528831
5,21,1,1,29,0,1.6666666666666667,-8.210488505747117
5,21,1,1,30,0,3.3333333333333335,-6.543821839080449
6,21,0,1,2,15,15,5.122844827586217
6,21,0,1,3,15,11.333333333333334,1.456178160919551
6,21,0,1,4,15,8.333333333333334,-1.543821839080449
6,21,0,1,5,15,9,-0.8771551724137829
6,21,0,1,6,15,11.333333333333334,1.456178160919551
6,21,0,1,7,15,7.333333333333333,-2.54382183908045
6,21,0,1,8,0,6,-3.877155172413783
6,21,0,1,9,5,3.6666666666666665,-6.210488505747117
6,21,0,1,10,20,2,-7.877155172413783
6,21,0,1,11,20,4,-5.877155172413783
6,21,0,1,12,20,4.333333333333333,-5.54382183908045
6,21,0,1,13,20,6.333333333333333,-3.54382183908045
6,21,0,1,14,20,12,2.122844827586217
6,21,0,1,15,20,8.666666666666666,-1.2104885057471169
6,21,0,1,16,20,13,3.122844827586217
6,21,0,1,17,0,8.333333333333334,-1.543821839080449
6,21,0,1,18,2,8,-1.877155172413783
6,21,0,1,19,15,5,-4.877155172413783
6,21,0,1,20,12,7,-2.877155172413783
6,21,0,1,21,0,5,-4.877155172413783
6,21,0,1,22,0,7,-2.877155172413783
6,21,0,1,23,5,4,-5.877155172413783
6,21,0,1,24,5,0.6666666666666666,-9.210488505747117
6,21,0,1,25,5,2.6666666666666665,-7.210488505747117
6,21,0,1,26,5,4.333333333333333,-5.54382183908045
6,21,0,1,27,0,3.3333333333333335,-6.543821839080449
6,21,0,1,28,0,4,-5.877155172413783
6,21,0,1,29,0,2.3333333333333335,-7.543821839080449
6,21,0,1,30,0,4.666666666666667,-5.210488505747116
6,21,1,1,2,20,13.666666666666666,3.789511494252883
6,21,1,1,3,20,17.333333333333332,7.456178160919549
6,21,1,1,4,20,18.333333333333332,8.45617816091955
6,21,1,1,5,20,18.666666666666668,8.789511494252885
6,21,1,1,6,20,19.333333333333332,9.45617816091955
6,21,1,1,7,20,19.333333333333332,9.45617816091955
6,21,1,1,8,20,20,10.122844827586217
6,21,1,1,9,20,20,10.122844827586217
6,21,1,1,10,20,20,10.122844827586217
6,21,1,1,11,20,20,10.122844827586217
6,21,1,1,12,20,20,10.122844827586217
6,21,1,1,13,20,20,10.122844827586217
6,21,1,1,14,20,20,10.122844827586217
6,21,1,1,15,20,20,10.122844827586217
6,21,1,1,16,20,20,10.122844827586217
6,21,1,1,17,20,20,10.122844827586217
6,21,1,1,18,20,20,10.122844827586217
6,21,1,1,19,20,20,10.122844827586217
6,21,1,1,20,20,20,10.122844827586217
6,21,1,1,21,20,20,10.122844827586217
6,21,1,1,22,20,20,10.122844827586217
6,21,1,1,23,20,20,10.122844827586217
6,21,1,1,24,20,20,10.122844827586217
6,21,1,1,25,20,20,10.122844827586217
6,21,1,1,26,0,20,10.122844827586217
6,21,1,1,27,0,20,10.122844827586217
6,21,1,1,28,5,17.666666666666668,7.789511494252885
6,21,1,1,29,0,6.666666666666667,-3.210488505747116
6,21,1,1,30,0,3.3333333333333335,-6.543821839080449
7,21,0,1,2,15,15,5.122844827586217
7,21,0,1,3,5,8.333333333333334,-1.543821839080449
7,21,0,1,4,15,6.333333333333333,-3.54382183908045
7,21,0,1,5,10,3,-6.877155172413783
7,21,0,1,6,10,6,-3.877155172413783
7,21,0,1,7,0,4,-5.877155172413783
7,21,0,1,8,0,4,-5.877155172413783
7,21,0,1,9,0,0.6666666666666666,-9.210488505747117
7,21,0,1,10,0,3.3333333333333335,-6.543821839080449
7,21,0,1,11,0,2.3333333333333335,-7.543821839080449
7,21,0,1,12,0,3.3333333333333335,-6.543821839080449
7,21,0,1,13,0,3,-6.877155172413783
7,21,0,1,14,0,2.6666666666666665,-7.210488505747117
7,21,0,1,15,0,4,-5.877155172413783
7,21,0,1,16,0,5.666666666666667,-4.210488505747116
7,21,0,1,17,0,3,-6.877155172413783
7,21,0,1,18,0,3.3333333333333335,-6.543821839080449
7,21,0,1,19,0,2.6666666666666665,-7.210488505747117
7,21,0,1,20,0,2.6666666666666665,-7.210488505747117
7,21,0,1,21,0,2.3333333333333335,-7.543821839080449
7,21,0,1,22,0,0.6666666666666666,-9.210488505747117
7,21,0,1,23,0,1.6666666666666667,-8.210488505747117
7,21,0,1,24,0,2.6666666666666665,-7.210488505747117
7,21,0,1,25,0,2,-7.877155172413783
7,21,0,1,26,0,3.3333333333333335,-6.543821839080449
7,21,0,1,27,0,4.666666666666667,-5.210488505747116
7,21,0,1,28,0,3,-6.877155172413783
7,21,0,1,29,0,2,-7.877155172413783
7,21,0,1,30,0,5,-4.877155172413783
7,21,1,1,2,20,15.333333333333334,5.456178160919551
7,21,1,1,3,20,17.333333333333332,7.456178160919549
7,21,1,1,4,20,18.333333333333332,8.45617816091955
7,21,1,1,5,20,18.666666666666668,8.789511494252885
7,21,1,1,6,20,19.333333333333332,9.45617816091955
7,21,1,1,7,20,19.333333333333332,9.45617816091955
7,21,1,1,8,20,20,10.122844827586217
7,21,1,1,9,20,20,10.122844827586217
7,21,1,1,10,20,20,10.122844827586217
7,21,1,1,11,20,20,10.122844827586217
7,21,1,1,12,20,20,10.122844827586217
7,21,1,1,13,20,20,10.122844827586217
7,21,1,1,14,20,20,10.122844827586217
7,21,1,1,15,20,20,10.122844827586217
7,21,1,1,16,20,20,10.122844827586217
7,21,1,1,17,20,20,10.122844827586217
7,21,1,1,18,20,20,10.122844827586217
7,21,1,1,19,20,20,10.122844827586217
7,21,1,1,20,20,20,10.122844827586217
7,21,1,1,21,20,20,10.122844827586217
7,21,1,1,22,20,20,10.122844827586217
7,21,1,1,23,20,20,10.122844827586217
7,21,1,1,24,20,20,10.122844827586217
7,21,1,1,25,20,20,10.122844827586217
7,21,1,1,26,20,20,10.122844827586217
7,21,1,1,27,15,13.333333333333334,3.456178160919551
7,21,1,1,28,0,12.666666666666666,2.789511494252883
7,21,1,1,29,0,8.333333333333334,-1.543821839080449
7,21,1,1,30,0,3.3333333333333335,-6.543821839080449
8,21,0,1,2,12,15,5.122844827586217
8,21,0,1,3,12,10,0.12284482758621706
8,21,0,1,4,10,8.333333333333334,-1.543821839080449
8,21,0,1,5,10,9,-0.8771551724137829
8,21,0,1,6,4,4,-5.877155172413783
8,21,0,1,7,6,5.333333333333333,-4.54382183908045
8,21,0,1,8,3,4.666666666666667,-5.210488505747116
8,21,0,1,9,5,3.6666666666666665,-6.210488505747117
8,21,0,1,10,5,3.3333333333333335,-6.543821839080449
8,21,0,1,11,5,2.6666666666666665,-7.210488505747117
8,21,0,1,12,3,3,-6.877155172413783
8,21,0,1,13,4,1.3333333333333333,-8.543821839080449
8,21,0,1,14,5,4,-5.877155172413783
8,21,0,1,15,4,2,-7.877155172413783
8,21,0,1,16,0,1.3333333333333333,-8.543821839080449
8,21,0,1,17,3,1,-8.877155172413783
8,21,0,1,18,4,5,-4.877155172413783
8,21,0,1,19,5,4.666666666666667,-5.210488505747116
8,21,0,1,20,5,0.6666666666666666,-9.210488505747117
8,21,0,1,21,4,3.6666666666666665,-6.210488505747117
8,21,0,1,22,5,3.3333333333333335,-6.543821839080449
8,21,0,1,23,1,2.6666666666666665,-7.210488505747117
8,21,0,1,24,1,0.3333333333333333,-9.543821839080449
8,21,0,1,25,3,2,-7.877155172413783
8,21,0,1,26,5,4.666666666666667,-5.210488505747116
8,21,0,1,27,5,2.3333333333333335,-7.543821839080449
8,21,0,1,28,5,3.3333333333333335,-6.543821839080449
8,21,0,1,29,1,3,-6.877155172413783
8,21,0,1,30,4,4.333333333333333,-5.54382183908045
8,21,1,1,2,15,17,7.122844827586217
8,21,1,1,3,15,19,9.122844827586217
8,21,1,1,4,16,20,10.122844827586217
8,21,1,1,5,18,20,10.122844827586217
8,21,1,1,6,18,20,10.122844827586217
8,21,1,1,7,20,20,10.122844827586217
8,21,1,1,8,20,20,10.122844827586217
8,21,1,1,9,20,20,10.122844827586217
8,21,1,1,10,20,20,10.122844827586217
8,21,1,1,11,20,20,10.122844827586217
8,21,1,1,12,20,20,10.122844827586217
8,21,1,1,13,20,20,10.122844827586217
8,21,1,1,14,20,20,10.122844827586217
8,21,1,1,15,20,20,10.122844827586217
8,21,1,1,16,20,20,10.122844827586217
8,21,1,1,17,20,20,10.122844827586217
8,21,1,1,18,20,20,10.122844827586217
8,21,1,1,19,20,20,10.122844827586217
8,21,1,1,20,20,20,10.122844827586217
8,21,1,1,21,20,20,10.122844827586217
8,21,1,1,22,20,20,10.122844827586217
8,21,1,1,23,20,20,10.122844827586217
8,21,1,1,24,20,20,10.122844827586217
8,21,1,1,25,20,20,10.122844827586217
8,21,1,1,26,20,20,10.122844827586217
8,21,1,1,27,20,13.333333333333334,3.456178160919551
8,21,1,1,28,0,11,1.122844827586217
8,21,1,1,29,10,8.333333333333334,-1.543821839080449
8,21,1,1,30,0,0,-9.877155172413783
9,9,0,0,2,20,15,5.122844827586217
9,9,0,0,3,20,13.333333333333334,3.456178160919551
9,9,0,0,4,10,10.666666666666666,0.7895114942528831
9,9,0,0,5,13,12.333333333333334,2.456178160919551
9,9,0,0,6,12,10.666666666666666,0.7895114942528831
9,9,0,0,7,10,7.333333333333333,-2.54382183908045
9,9,0,0,8,15,6,-3.877155172413783
9,9,0,0,9,20,4.333333333333333,-5.54382183908045
9,9,0,0,10,18,7.666666666666667,-2.210488505747116
9,9,0,0,11,20,11.666666666666666,1.7895114942528831
9,9,0,0,12,20,10,0.12284482758621706
9,9,0,0,13,20,11,1.122844827586217
9,9,0,0,14,20,11.333333333333334,1.456178160919551
9,9,0,0,15,20,11.333333333333334,1.456178160919551
9,9,0,0,16,20,11.666666666666666,1.7895114942528831
9,9,0,0,17,20,12.333333333333334,2.456178160919551
9,9,0,0,18,0,11.666666666666666,1.7895114942528831
9,9,0,0,19,0,9.666666666666666,-0.21048850574711686
9,9,0,0,20,0,7,-2.877155172413783
9,9,0,0,21,20,2.6666666666666665,-7.210488505747117
9,9,0,0,22,20,1.3333333333333333,-8.543821839080449
9,9,0,0,23,20,4.666666666666667,-5.210488505747116
9,9,0,0,24,20,8,-1.877155172413783
9,9,0,0,25,20,9.333333333333334,-0.543821839080449
9,9,0,0,26,20,8,-1.877155172413783
9,9,0,0,27,20,10.333333333333334,0.456178160919551
9,9,0,0,28,20,8,-1.877155172413783
9,9,0,0,29,15,8.666666666666666,-1.2104885057471169
9,9,0,0,30,0,7.333333333333333,-2.54382183908045
9,9,1,0,2,16,15,5.122844827586217
9,9,1,0,3,20,15,5.122844827586217
9,9,1,0,4,20,16.666666666666668,6.789511494252885
9,9,1,0,5,20,16.666666666666668,6.789511494252885
9,9,1,0,6,20,20,10.122844827586217
9,9,1,0,7,20,20,10.122844827586217
9,9,1,0,8,20,20,10.122844827586217
9,9,1,0,9,20,20,10.122844827586217
9,9,1,0,10,20,20,10.122844827586217
9,9,1,0,11,20,20,10.122844827586217
9,9,1,0,12,20,20,10.122844827586217
9,9,1,0,13,20,20,10.122844827586217
9,9,1,0,14,20,20,10.122844827586217
9,9,1,0,15,20,20,10.122844827586217
9,9,1,0,16,20,20,10.122844827586217
9,9,1,0,17,20,20,10.122844827586217
9,9,1,0,18,20,20,10.122844827586217
9,9,1,0,19,20,20,10.122844827586217
9,9,1,0,20,20,20,10.122844827586217
9,9,1,0,21,20,20,10.122844827586217
9,9,1,0,22,20,20,10.122844827586217
9,9,1,0,23,20,20,10.122844827586217
9,9,1,0,24,20,20,10.122844827586217
9,9,1,0,25,20,20,10.122844827586217
9,9,1,0,26,20,20,10.122844827586217
9,9,1,0,27,20,13.333333333333334,3.456178160919551
9,9,1,0,28,20,13.333333333333334,3.456178160919551
9,9,1,0,29,10,11.666666666666666,1.7895114942528831
9,9,1,0,30,0,3.3333333333333335,-6.543821839080449
10,9,0,0,2,13,15,5.122844827586217
10,9,0,0,3,12,9.666666666666666,-0.21048850574711686
10,9,0,0,4,10,8,-1.877155172413783
10,9,0,0,5,6,8.333333333333334,-1.543821839080449
10,9,0,0,6,11,9.333333333333334,-0.543821839080449
10,9,0,0,7,2,9.333333333333334,-0.543821839080449
10,9,0,0,8,5,8.666666666666666,-1.2104885057471169
10,9,0,0,9,12,4.666666666666667,-5.210488505747116
10,9,0,0,10,11,2.6666666666666665,-7.210488505747117
10,9,0,0,11,0,1.6666666666666667,-8.210488505747117
10,9,0,0,12,2,3,-6.877155172413783
10,9,0,0,13,5,1.3333333333333333,-8.543821839080449
10,9,0,0,14,0,2.6666666666666665,-7.210488505747117
10,9,0,0,15,0,2.6666666666666665,-7.210488505747117
10,9,0,0,16,0,1,-8.877155172413783
10,9,0,0,17,0,0.6666666666666666,-9.210488505747117
10,9,0,0,18,3,3.6666666666666665,-6.210488505747117
